"timestamp","vmId","cpu_est","ram_est","cpu_real","ram_real"
"8.199999999999987","0","1.0","4096.0","1.0","0.0"
"8.199999999999987","1","1.0","8012.0","1.0","0.0"
"8.199999999999987","2","1.0","4096.0","1.0","0.0"
"8.199999999999987","3","1.0","4096.0","1.0","0.0"
"8.199999999999987","4","1.0","8012.0","1.0","0.0"
"8.199999999999987","5","1.0","12288.0","1.0","0.0"
"8.199999999999987","6","1.0","12288.0","1.0","0.0"
"8.199999999999987","7","1.0","12288.0","1.0","0.0"
"8.199999999999987","8","1.0","4096.0","1.0","0.0"
"8.199999999999987","9","1.0","8012.0","1.0","0.0"
"15.361380771411266","0","0.10214989910089226","4033.775270648745","1.0","18.0"
"15.361380771411266","1","0.946","8011.316","0.97","0.0"
"15.361380771411266","2","0.9369999999999999","4095.343","0.965","0.0"
"15.361380771411266","3","0.10616542672611062","4036.4843770916614","1.0","64.0"
"15.361380771411266","4","0.124192142624277","7932.488323373651","0.8378133597452365","86.0"
"15.361380771411266","5","0.919","12287.649","0.955","0.0"
"15.361380771411266","6","1.0","12288.0","1.0","21.0"
"15.361380771411266","7","0.9279999999999999","12287.784","0.96","0.0"
"15.361380771411266","8","0.955","4095.406","0.975","0.0"
"15.361380771411266","9","0.49862881545367865","7943.67049603131","0.9071534843432738","73.0"
"30.808882215936947","0","0.9913531044210001","4073.87169474938","0.9992043945935096","13.0"
"30.808882215936947","1","0.09510568395084792","7933.332980734922","0.8324269785094163","84.0"
"30.808882215936947","2","0.10273506825651457","3999.0881479985424","0.8753798705911826","104.0"
"30.808882215936947","3","1.0","4096.0","1.0","14.0"
"30.808882215936947","4","1.0","8012.0","1.0","17.0"
"30.808882215936947","5","0.838","12287.054999999998","0.94","0.0"
"30.808882215936947","6","1.0","12288.0","1.0","12.0"
"30.808882215936947","7","0.8469999999999999","12286.713","0.9433333333333334","0.0"
"30.808882215936947","8","0.8469999999999999","4094.065","0.9433333333333334","0.0"
"30.808882215936947","9","1.0","8012.0","1.0","21.0"
"35.79521937618156","0","0.10681260305984197","4000.1675751842276","0.8582242227079114","104.0"
"35.79521937618156","1","0.946","8011.316","0.97","0.0"
"35.79521937618156","2","0.10273506825651457","3999.0881479985424","0.8753798705911826","104.0"
"35.79521937618156","3","0.12467149439988842","4004.376031131358","0.837902128592572","99.0"
"35.79521937618156","4","0.21673065734168176","7886.495814526061","0.9129700730379646","134.0"
"35.79521937618156","5","0.7839999999999999","12286.649999999998","0.94","0.0"
"35.79521937618156","6","0.10814796264877308","12220.72708428675","1.0","7.0"
"35.79521937618156","7","0.7659999999999999","12285.993","0.935","0.0"
"35.79521937618156","8","0.7749999999999998","4092.607","0.95","0.0"
"35.79521937618156","9","0.865","8011.109","0.925","0.0"
"44.67939414195555","0","0.8639730424998653","4061.01034709714","0.9622147340277404","36.0"
"44.67939414195555","1","0.10737087452047644","7951.010264067786","0.8016379721156615","65.0"
"44.67939414195555","2","0.8094226399838138","4062.8006905711236","0.9576494755519587","35.0"
"44.67939414195555","3","1.0","4096.0","1.0","12.0"
"44.67939414195555","4","0.034738836842472365","7869.865230470306","0.9024988724083306","152.0"
"44.67939414195555","5","0.1259169792632251","12227.29030795252","0.8785995804532257","63.0"
"44.67939414195555","6","1.0","12288.0","1.0","15.0"
"44.67939414195555","7","0.5637000125389258","12261.371390556424","0.919203706025727","27.0"
"44.67939414195555","8","0.5679999999999997","4090.1049999999996","0.9466666666666667","0.0"
"44.67939414195555","9","0.09101501733509723","7938.739083677049","0.9378607934329382","13.0"
"54.681894141955496","0","0.9715679102683172","4082.7388279102856","0.9842043945935096","13.0"
"54.681894141955496","1","0.8538173403750592","7999.287325093684","0.97","13.0"
"54.681894141955496","2","0.10003779367031523","3972.962753852591","0.9090947266333652","131.0"
"54.681894141955496","3","1.0","4096.0","1.0","20.0"
"54.681894141955496","4","0.865","8011.055","0.925","0.0"
"54.681894141955496","5","0.0","12200.397141038009","0.8978763643826754","92.0"
"54.681894141955496","6","1.0","12288.0","1.0","14.0"
"54.681894141955496","7","0.41070001253892574","12260.561390556422","0.9181527795192953","27.0"
"54.681894141955496","8","0.37899999999999967","4088.6829999999995","0.9425","0.0"
"54.681894141955496","9","0.865","8011.109","0.925","0.0"
"60.16039414195547","0","0.10141884124771716","4012.4427507365267","0.8335960817125403","89.0"
"60.16039414195547","1","0.9099999999999999","8010.713","0.95","0.0"
"60.16039414195547","2","0.06403779367031523","3972.611753852591","0.9133368327472514","131.0"
"60.16039414195547","3","0.1057160397818894","4016.2978607443456","0.8012702310626421","85.0"
"60.16039414195547","4","0.09669322038267014","7946.552255801408","0.8566179714893127","68.0"
"60.16039414195547","5","0.0","12200.397141038009","0.8978763643826754","92.0"
"60.16039414195547","6","1.0","12288.0","1.0","22.0"
"60.16039414195547","7","0.3747000125389257","12260.156390556422","0.931220032914506","13.0"
"60.16039414195547","8","0.3159999999999996","4087.4409999999993","0.9457142857142857","0.0"
"60.16039414195547","9","0.46642212481339274","7942.961542961536","0.9258919617796378","73.0"
"70.17039414195543","0","0.8803502466708437","4043.2071914686153","0.9871226854189998","38.0"
"70.17039414195543","1","0.09730341391121083","7941.498821439578","0.8328339655391132","75.0"
"70.17039414195543","2","0.0","3972.350753852591","0.9130801533051551","131.0"
"70.17039414195543","3","0.989384909947092","4076.434417940199","0.9941027277483845","21.0"
"70.17039414195543","4","0.865","8011.055","0.925","0.0"
"70.17039414195543","5","0.2660130286881549","12229.86842105765","0.9486492627315136","29.0"
"70.17039414195543","6","0.0","12067.382359680581","1.0","51.0"
"70.17039414195543","7","0.2487311950726807","12249.618393422787","0.9072507648237877","38.0"
"70.17039414195543","8","0.11135393582205014","4068.5368717862602","0.9341743656164482","21.0"
"70.17039414195543","9","0.20306455505115975","7925.203542505924","0.889722312723772","51.0"
"77.19889414195539","0","0.1635592982455208","3977.288237053866","0.8967357158327803","127.0"
"77.19889414195539","1","0.03102916963728658","7930.0931534027695","0.8461951062916329","87.0"
"77.19889414195539","2","0.0","3991.163724119708","0.9128702794511064","110.0"
"77.19889414195539","3","0.11445714998758835","4005.7695411913087","0.8594376428551728","97.0"
"77.19889414195539","4","0.09793519981530235","7929.204792554243","0.8747132221965698","88.0"
"77.19889414195539","5","0.4850590281252604","12257.344833085488","0.947985760416693","29.0"
"77.19889414195539","6","1.0","12288.0","1.0","51.0"
"77.19889414195539","7","0.1767311950726807","12248.403393422786","0.9168415348558263","38.0"
"77.19889414195539","8","0.021353935822050127","4067.9788717862602","0.9320384677654202","21.0"
"77.19889414195539","9","0.7040520287759514","7972.799889159566","0.9342337841724336","41.0"
"86.19314414195534","0","0.8063756575322291","4021.4947754244863","0.9692659773860681","79.0"
"86.19314414195534","1","0.8171279742700057","7984.292054790235","0.9568156364977518","16.0"
"86.19314414195534","2","0.0","3989.624724119708","0.9367689187166229","55.0"
"86.19314414195534","3","0.900763687892313","4066.958852382871","0.9982428924115098","11.0"
"86.19314414195534","4","0.7548984215386219","7989.84640283911","0.925","0.0"
"86.19314414195534","5","0.11780950170696058","12243.341852909874","0.9165394690446695","30.0"
"86.19314414195534","6","0.0","12006.36416523318","0.7850443711920563","303.0"
"86.19314414195534","7","0.05776516597394368","12230.837840727549","0.9127560338864763","57.0"
"86.19314414195534","8","0.0","4066.8718717862603","0.9318119713470402","21.0"
"86.19314414195534","9","0.22095957354447693","7953.705288517803","0.8943299048341359","62.0"
